created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,possibly_sensitive,quoted_status_id,quoted_status_id_str,quoted_status_permalink,quoted_status,retweeted_status,text,favorited_by,scopes,display_text_width,quote_count,timestamp_ms,reply_count,filter_level,metadata,query,withheld_scope,withheld_copyright,withheld_in_countries,possibly_sensitive_appealable
2022-11-21T22:02:05Z,1594813425049370600,1594813425049370635,"Après de nouveaux tirs contre la centrale nucléaire de Zaporijia, je le redis : tout doit être fait pour préserver la sécurité et la sûreté des centrales. Nous en avons parlé aujourd'hui avec le Président Zelensky. Nous poursuivrons nos efforts.",FALSE,245,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,268,1298,FALSE,FALSE,fr,NA,NA,NA,,,,"Après de nouveaux tirs contre la centrale nucléaire de Zaporijia, je le redis : tout doit être fait pour préserver la sécurité et la sûreté des centrales. Nous en avons parlé aujourd'hui avec le Président Zelensky. Nous poursuivrons nos efforts.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-21T21:15:57Z,1594801816281161700,1594801816281161742,"Dragă Maia, eforturile curajoase și ambițioase pe care le depuneți în Moldova, le faceți pentru țara dumneavoastră, dar și pentru Europa. Puteți conta pe susținerea Franței. https://t.co/4BmpCRfKxF",FALSE,173,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,133,870,FALSE,FALSE,ro,FALSE,NA,NA,,,,"Dragă Maia, eforturile curajoase și ambițioase pe care le depuneți în Moldova, le faceți pentru țara dumneavoastră, dar și pentru Europa. Puteți conta pe susținerea Franței. https://t.co/4BmpCRfKxF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-21T21:11:00Z,1594800569310642200,1594800569310642176,"Chère Maia, le travail courageux et ambitieux que vous menez en Moldavie, vous le faites pour votre pays mais aussi pour l'Europe. Vous pouvez compter sur le soutien de la France. https://t.co/66TIOYbWPq",FALSE,179,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,245,1416,FALSE,FALSE,fr,FALSE,NA,NA,,,,"Chère Maia, le travail courageux et ambitieux que vous menez en Moldavie, vous le faites pour votre pays mais aussi pour l'Europe. Vous pouvez compter sur le soutien de la France. https://t.co/66TIOYbWPq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-21T21:06:35Z,1594799458130092e3,1594799458130092032,"Pour répondre aux besoins immédiats de la Moldavie et de sa population face aux conséquences de la guerre en Ukraine, nous avons décidé de mobiliser une nouvelle enveloppe de plus de 100 millions d'euros. https://t.co/rF8pwlWK6r",FALSE,204,,"<a href=""https://studio.twitter.com"" rel=""nofollow"">Twitter Media Studio</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,477,1978,FALSE,FALSE,fr,FALSE,NA,NA,,,,"Pour répondre aux besoins immédiats de la Moldavie et de sa population face aux conséquences de la guerre en Ukraine, nous avons décidé de mobiliser une nouvelle enveloppe de plus de 100 millions d'euros. https://t.co/rF8pwlWK6r",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-21T11:51:36Z,1594659791216967700,1594659791216967685,Pagi ini Indonesia terguncang gempa kuat yang membawa kehancuran dan memangsa nyawa. Duka cita mendalam untuk para korban. Prancis turut solider.,FALSE,145,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1594634549182480400,1594634549182480386,1976143068,1976143068,EmmanuelMacron,,,,NA,FALSE,189,904,FALSE,FALSE,in,NA,NA,NA,,,,Pagi ini Indonesia terguncang gempa kuat yang membawa kehancuran dan memangsa nyawa. Duka cita mendalam untuk para korban. Prancis turut solider.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-21T10:11:18Z,1594634549182480400,1594634549182480386,L'Indonésie est frappée ce matin par un séisme d'une force destructrice et meurtrière. Pensée émue pour toutes les victimes. La France est solidaire.,FALSE,149,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,1200,8729,FALSE,FALSE,fr,NA,NA,NA,,,,L'Indonésie est frappée ce matin par un séisme d'une force destructrice et meurtrière. Pensée émue pour toutes les victimes. La France est solidaire.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-20T18:10:54Z,1594392859398078500,1594392859398078464,"La loi anti-gaspillage, ce n’est pas seulement la fin des pailles en plastique. Observez autour de vous : en France, les changements sont à l'œuvre pour faire évoluer nos modes de consommation et réduire nos déchets. On pousse pour le faire au niveau mondial. Changeons la donne ! https://t.co/sd0YRRv1ko",FALSE,280,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,TRUE,1313,12864,FALSE,FALSE,fr,FALSE,1594008547414737e3,1594008547414736896,,,,"La loi anti-gaspillage, ce n’est pas seulement la fin des pailles en plastique. Observez autour de vous : en France, les changements sont à l'œuvre pour faire évoluer nos modes de consommation et réduire nos déchets. On pousse pour le faire au niveau mondial. Changeons la donne ! https://t.co/sd0YRRv1ko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-20T17:34:32Z,1594383705518342100,1594383705518342145,"Greater solidarity! Greater ambition! This is how we must act to lower all our CO2 emissions. All countries must make a clear commitment to phasing out coal. We’re supporting those emerging countries leading the way, such as South Africa and Indonesia.",FALSE,252,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1594383702788046800,1594383702788046848,1976143068,1976143068,EmmanuelMacron,,,,NA,FALSE,124,552,FALSE,FALSE,en,NA,NA,NA,,,,"Greater solidarity! Greater ambition! This is how we must act to lower all our CO2 emissions. All countries must make a clear commitment to phasing out coal. We’re supporting those emerging countries leading the way, such as South Africa and Indonesia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-20T17:34:31Z,1594383702788046800,1594383702788046848,"At COP27, France and Europe have reaffirmed their commitment to the climate. We need a new financial pact with the most vulnerable countries. I’ll work on this with our partners with a view to a summit in Paris before the next COP.",FALSE,231,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NA,NA,NA,NA,NA,,,,NA,FALSE,315,1711,FALSE,FALSE,en,NA,NA,NA,,,,"At COP27, France and Europe have reaffirmed their commitment to the climate. We need a new financial pact with the most vulnerable countries. I’ll work on this with our partners with a view to a summit in Paris before the next COP.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022-11-20T16:36:43Z,1594369155972595700,1594369155972595713,"Plus de solidarité ! Plus d’ambition ! 
C'est ainsi qu'il faut agir pour baisser toutes nos émissions de CO2. Tous les pays doivent s'engager clairement sur la sortie du charbon. Nous accompagnons ceux des pays émergents qui montrent la voie comme l'Afrique du Sud et l’Indonésie.",FALSE,280,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1594369154181734400,1594369154181734401,1976143068,1976143068,EmmanuelMacron,,,,NA,FALSE,210,815,FALSE,FALSE,fr,NA,NA,NA,,,,"Plus de solidarité ! Plus d’ambition ! 
C'est ainsi qu'il faut agir pour baisser toutes nos émissions de CO2. Tous les pays doivent s'engager clairement sur la sortie du charbon. Nous accompagnons ceux des pays émergents qui montrent la voie comme l'Afrique du Sud et l’Indonésie.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
